"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Attractive_condition",1,82.3881128461334,82.3881128461334,52.8694250948131,2.5362650755022e-12
"Gender",1,1.11170939811238,1.11170939811238,0.713397051107002,0.398921158239115
"Attractive_condition:Gender",1,11.314440966533,11.314440966533,7.26061040246142,0.00740355623201571
"Residuals",335,522.041194016359,1.55833192243689,NA,NA
