"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Attractive_condition",1,0.0649706752983714,0.0649706752983714,0.0421364798235314,0.837452246762609
"Gender",1,1.6694355850439,1.6694355850439,1.08270598270434,0.298649249302316
"Attractive_condition:Gender",1,1.95149135783193,1.95149135783193,1.26563216170145,0.261184721631378
"Residuals",452,696.943488346737,1.54191037244853,NA,NA
