"Study","Term","Estimate","Std_Error","t_value","p_value"
"Study 1","Attractive_conditionAttractive",0.643005358419606,0.329342648130093,1.95239019929667,0.0508918957462633
"Study 1","GenderWomen",-0.753779827887871,0.292900853113758,-2.57349823284781,0.0100676161007553
"Study 1","Attractive_conditionAttractive:GenderWomen",1.1609900650987,0.411940169630467,2.81834632961425,0.00482717114150989
"Study 1","1|2",-1.74299644845,0.266234842018371,-6.54683825466288,5.87679514486328e-11
"Study 1","2|3",-0.0273083536692609,0.237804602179117,-0.114835261466857,0.908575699317761
"Study 1","3|4",0.685443154824846,0.241118906194587,2.84275988823407,0.00447247507890524
"Study 1","4|5",1.9366258041243,0.265556066931288,7.29271911014333,3.03760979111958e-13
